OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,SalesTerritoryKey,OrderQuantity
06/06/2015,29/04/2002,SO46423,313,12362,4,1
07/06/2015,01/05/2002,SO46432,342,15016,4,1
07/06/2015,19/03/2002,SO46429,345,11428,8,1
07/06/2015,18/03/2002,SO46436,347,12337,9,1
07/06/2015,25/02/2002,SO46433,312,20991,9,1
07/06/2015,02/04/2002,SO46434,313,20996,9,1
07/06/2015,09/02/2002,SO46431,310,12901,1,1
07/06/2015,01/05/2002,SO46430,314,13564,7,1
07/06/2015,15/04/2002,SO46435,348,12251,9,1
08/06/2015,22/02/2002,SO46442,314,14997,8,1
08/06/2015,08/04/2002,SO46441,312,15661,10,1
08/06/2015,08/04/2002,SO46438,313,12174,4,1
08/06/2015,03/03/2002,SO46439,313,20817,9,1
08/06/2015,18/03/2002,SO46443,314,15662,10,1
08/06/2015,12/04/2002,SO46440,312,20621,9,1
08/06/2015,07/05/2002,SO46437,313,15054,8,1
08/06/2015,13/02/2002,SO46444,351,12246,9,1
09/06/2015,26/03/2002,SO46445,312,12772,1,1
09/06/2015,22/04/2002,SO46448,344,12250,9,1
09/06/2015,16/05/2002,SO46446,312,12777,1,1
09/06/2015,08/04/2002,SO46447,312,20984,9,1
09/06/2015,12/02/2002,SO46449,345,12007,9,1
10/06/2015,16/02/2002,SO46456,346,12014,9,1
10/06/2015,04/04/2002,SO46451,310,12709,4,1
10/06/2015,18/05/2002,SO46453,313,20626,9,1
10/06/2015,08/03/2002,SO46450,314,12446,4,1
10/06/2015,15/03/2002,SO46452,349,26112,1,1
10/06/2015,10/03/2002,SO46455,314,15669,10,1
10/06/2015,03/04/2002,SO46454,310,20812,9,1
10/06/2015,05/03/2002,SO46457,324,25947,9,1
11/06/2015,01/05/2002,SO46460,312,12438,4,1
11/06/2015,14/03/2002,SO46461,311,20821,9,1
11/06/2015,27/05/2002,SO46459,313,12190,4,1
11/06/2015,22/03/2002,SO46462,345,12013,9,1
11/06/2015,18/02/2002,SO46458,310,12771,4,1
12/06/2015,19/03/2002,SO46468,311,24431,6,1
12/06/2015,31/03/2002,SO46472,344,12248,9,1
12/06/2015,25/03/2002,SO46467,314,12180,1,1
12/06/2015,09/03/2002,SO46463,348,11423,8,1
12/06/2015,19/03/2002,SO46464,310,12885,4,1
12/06/2015,10/03/2002,SO46473,311,14969,8,1
12/06/2015,23/05/2002,SO46466,311,12915,1,1
12/06/2015,03/03/2002,SO46470,322,14915,1,1
12/06/2015,07/03/2002,SO46465,311,12898,4,1
12/06/2015,01/04/2002,SO46469,332,19033,7,1
12/06/2015,08/04/2002,SO46471,310,14979,8,1
12/06/2015,17/03/2002,SO46474,342,25944,9,1
13/06/2015,25/05/2002,SO46477,346,12009,9,1
13/06/2015,18/03/2002,SO46476,350,26110,1,1
13/06/2015,11/03/2002,SO46475,322,20575,10,1
13/06/2015,02/04/2002,SO46478,326,25939,9,1
14/06/2015,14/02/2002,SO46482,346,12245,9,1
14/06/2015,20/03/2002,SO46480,347,26114,4,1
14/06/2015,13/03/2002,SO46479,310,12768,4,1
14/06/2015,14/04/2002,SO46481,313,20623,9,1
15/06/2015,24/04/2002,SO46485,313,12755,4,1
15/06/2015,21/05/2002,SO46487,338,14913,4,1
15/06/2015,30/04/2002,SO46484,312,12437,1,1
15/06/2015,24/02/2002,SO46488,312,20628,9,1
15/06/2015,29/04/2002,SO46486,332,19901,8,1
15/06/2015,08/04/2002,SO46483,312,12883,4,1
16/06/2015,17/02/2002,SO46489,313,24666,6,1
16/06/2015,07/03/2002,SO46490,313,12189,4,1
17/06/2015,02/05/2002,SO46491,314,24759,6,1
17/06/2015,03/04/2002,SO46495,311,20989,9,1
17/06/2015,04/05/2002,SO46493,328,15023,1,1
17/06/2015,20/03/2002,SO46494,313,20983,9,1
17/06/2015,27/02/2002,SO46492,312,12198,1,1
17/06/2015,16/03/2002,SO46496,312,20627,9,1
18/06/2015,05/03/2002,SO46504,342,15005,4,1
18/06/2015,19/05/2002,SO46503,310,12764,1,1
18/06/2015,05/04/2002,SO46499,310,12179,1,1
18/06/2015,29/04/2002,SO46501,328,19518,8,1
18/06/2015,18/02/2002,SO46500,314,12208,1,1
18/06/2015,06/03/2002,SO46506,349,12242,9,1
18/06/2015,23/03/2002,SO46498,313,12881,4,1
18/06/2015,11/05/2002,SO46497,310,13558,7,1
18/06/2015,26/03/2002,SO46505,347,12241,9,1
18/06/2015,19/05/2002,SO46507,320,25941,9,1
18/06/2015,29/04/2002,SO46502,328,19051,7,1
19/06/2015,05/04/2002,SO46519,310,15660,10,1
19/06/2015,05/05/2002,SO46516,351,26116,1,1
19/06/2015,16/03/2002,SO46513,313,24418,6,1
19/06/2015,04/05/2002,SO46514,342,19028,7,1
19/06/2015,14/05/2002,SO46517,313,20624,9,1
19/06/2015,30/03/2002,SO46510,311,24386,6,1
19/06/2015,07/04/2002,SO46515,340,19904,8,1
19/06/2015,29/05/2002,SO46509,310,12886,4,1
19/06/2015,26/03/2002,SO46520,312,24491,6,1
19/06/2015,09/04/2002,SO46518,314,20814,9,1
19/06/2015,21/04/2002,SO46512,311,12209,4,1
19/06/2015,26/02/2002,SO46511,313,24392,6,1
19/06/2015,25/05/2002,SO46508,349,28504,7,1
20/06/2015,06/05/2002,SO46523,313,12756,4,1
20/06/2015,13/03/2002,SO46521,310,12770,4,1
20/06/2015,28/05/2002,SO46525,314,20816,9,1
20/06/2015,05/03/2002,SO46522,312,12882,4,1
20/06/2015,09/05/2002,SO46527,334,25940,9,1
20/06/2015,22/03/2002,SO46526,347,12253,9,1
20/06/2015,18/04/2002,SO46524,351,26111,4,1
21/06/2015,27/02/2002,SO46536,311,13556,7,1
21/06/2015,27/04/2002,SO46532,338,19041,7,1
21/06/2015,18/03/2002,SO46530,313,24671,6,1
21/06/2015,21/05/2002,SO46533,348,26106,4,1
21/06/2015,06/03/2002,SO46529,314,12784,1,1
21/06/2015,23/02/2002,SO46528,311,15063,8,1
21/06/2015,15/04/2002,SO46531,310,12423,1,1
21/06/2015,12/03/2002,SO46535,310,20815,9,1
21/06/2015,06/06/2002,SO46534,312,20620,9,1
22/06/2015,25/05/2002,SO46541,310,20617,9,1
22/06/2015,19/05/2002,SO46537,344,11427,8,1
22/06/2015,04/04/2002,SO46538,310,12774,4,1
22/06/2015,26/04/2002,SO46539,314,12200,4,1
22/06/2015,26/05/2002,SO46540,314,20822,9,1
23/06/2015,02/06/2002,SO46552,328,15017,4,1
23/06/2015,21/05/2002,SO46551,330,14914,4,1
23/06/2015,23/04/2002,SO46553,312,20985,9,1
23/06/2015,12/05/2002,SO46542,347,11431,8,1
23/06/2015,06/06/2002,SO46556,326,25948,9,1
23/06/2015,07/05/2002,SO46543,345,11549,10,1
23/06/2015,17/05/2002,SO46546,310,12780,1,1
23/06/2015,28/02/2002,SO46544,311,12766,1,1
23/06/2015,25/02/2002,SO46545,310,24646,6,1
23/06/2015,02/03/2002,SO46555,351,12010,9,1
23/06/2015,02/03/2002,SO46554,313,20990,9,1
23/06/2015,31/03/2002,SO46548,310,12418,1,1
23/06/2015,24/03/2002,SO46550,350,26097,4,1
23/06/2015,07/04/2002,SO46549,313,12452,1,1
23/06/2015,21/05/2002,SO46547,313,12917,1,1
24/06/2015,09/06/2002,SO46563,320,25945,9,1
24/06/2015,14/04/2002,SO46558,314,12184,1,1
24/06/2015,07/05/2002,SO46562,311,14978,8,1
24/06/2015,12/05/2002,SO46559,310,12762,4,1
24/06/2015,07/04/2002,SO46560,344,26096,4,1
24/06/2015,04/03/2002,SO46561,312,20625,9,1
24/06/2015,20/03/2002,SO46557,310,12904,4,1
25/06/2015,26/03/2002,SO46568,312,12761,1,1
25/06/2015,24/03/2002,SO46567,313,12707,1,1
25/06/2015,28/05/2002,SO46566,311,12789,4,1
25/06/2015,08/05/2002,SO46565,311,12769,1,1
26/06/2015,03/06/2002,SO46570,313,13536,7,1
26/06/2015,27/03/2002,SO46569,312,12450,4,1
26/06/2015,31/03/2002,SO46571,313,15668,10,1
26/06/2015,27/02/2002,SO46574,348,12243,9,1
26/06/2015,10/03/2002,SO46575,351,12338,9,1
26/06/2015,16/03/2002,SO46573,314,13555,7,1
26/06/2015,08/03/2002,SO46572,314,13552,7,1
27/06/2015,21/04/2002,SO46576,310,24757,6,1
27/06/2015,27/02/2002,SO46581,314,12188,4,1
27/06/2015,16/05/2002,SO46577,311,12913,1,1
27/06/2015,18/04/2002,SO46579,311,12186,4,1
27/06/2015,11/06/2002,SO46578,314,12178,1,1
27/06/2015,14/05/2002,SO46583,310,20622,9,1
27/06/2015,04/04/2002,SO46584,348,12252,9,1
27/06/2015,20/03/2002,SO46580,310,12187,4,1
27/06/2015,23/05/2002,SO46582,314,12207,1,1
28/06/2015,16/04/2002,SO46589,326,25946,9,1
28/06/2015,04/06/2002,SO46588,351,20035,6,1
28/06/2015,07/04/2002,SO46586,313,12364,1,1
28/06/2015,05/05/2002,SO46587,314,12448,1,1
28/06/2015,02/04/2002,SO46585,314,15050,8,1
29/06/2015,16/03/2002,SO46593,314,12912,1,1
29/06/2015,15/03/2002,SO46592,313,24664,6,1
29/06/2015,08/03/2002,SO46595,312,15691,10,1
29/06/2015,10/05/2002,SO46596,349,12037,9,1
29/06/2015,08/04/2002,SO46594,314,20818,9,1
29/06/2015,19/03/2002,SO46597,348,12039,9,1
29/06/2015,19/04/2002,SO46591,310,12773,1,1
29/06/2015,21/03/2002,SO46590,312,24501,6,1
30/06/2015,11/05/2002,SO46603,345,12240,9,1
30/06/2015,23/05/2002,SO46601,345,26098,4,1
30/06/2015,11/04/2002,SO46598,311,15080,8,1
30/06/2015,23/03/2002,SO46600,334,19027,7,1
30/06/2015,04/06/2002,SO46599,310,12206,4,1
30/06/2015,23/03/2002,SO46602,312,20823,9,1
01/07/2015,03/05/2002,SO46677,371,8,,
01/07/2015,16/05/2002,SO46679,373,1,,
01/07/2015,23/04/2002,SO46683,354,9,,
01/07/2015,09/05/2002,SO46681,362,9,,
01/07/2015,18/04/2002,SO46676,385,8,,
01/07/2015,10/03/2002,SO46682,358,9,,
01/07/2015,05/03/2002,SO46680,371,9,,
01/07/2015,12/03/2002,SO46678,330,8,,
02/07/2015,28/03/2002,SO46685,377,4,,
02/07/2015,15/04/2002,SO46684,381,8,,
02/07/2015,19/04/2002,SO46686,324,10,,
03/07/2015,05/04/2002,SO46687,379,8,,
03/07/2015,17/03/2002,SO46695,358,6,,
03/07/2015,24/03/2002,SO46692,369,4,,
03/07/2015,16/03/2002,SO46697,371,9,,
03/07/2015,06/04/2002,SO46693,373,4,,
03/07/2015,21/05/2002,SO46694,373,4,,
03/07/2015,06/03/2002,SO46689,369,4,,
03/07/2015,17/06/2002,SO46699,328,9,,
03/07/2015,02/05/2002,SO46698,377,9,,
03/07/2015,23/05/2002,SO46696,370,9,,
03/07/2015,31/03/2002,SO46690,368,4,,
03/07/2015,07/05/2002,SO46688,369,1,,
03/07/2015,15/05/2002,SO46691,368,4,,
04/07/2015,06/06/2002,SO46708,377,9,,
04/07/2015,10/03/2002,SO46706,352,6,,
04/07/2015,28/05/2002,SO46705,370,1,,
04/07/2015,06/05/2002,SO46701,375,8,,
04/07/2015,13/03/2002,SO46707,336,4,,
04/07/2015,26/03/2002,SO46703,336,10,,
04/07/2015,14/03/2002,SO46700,381,7,,
04/07/2015,08/03/2002,SO46704,370,4,,
04/07/2015,12/05/2002,SO46702,369,8,,
05/07/2015,26/03/2002,SO46716,375,6,,
05/07/2015,12/06/2002,SO46709,387,10,,
05/07/2015,03/06/2002,SO46718,360,9,,
05/07/2015,16/03/2002,SO46710,356,8,,
05/07/2015,11/06/2002,SO46711,369,7,,
05/07/2015,06/05/2002,SO46712,373,7,,
05/07/2015,13/03/2002,SO46714,368,1,,
05/07/2015,29/05/2002,SO46713,371,6,,
05/07/2015,27/04/2002,SO46715,375,6,,
05/07/2015,16/04/2002,SO46717,368,6,,
06/07/2015,26/04/2002,SO46720,371,7,,
06/07/2015,02/06/2002,SO46723,368,4,,
06/07/2015,12/04/2002,SO46726,373,9,,
06/07/2015,24/03/2002,SO46727,370,9,,
06/07/2015,30/03/2002,SO46719,362,10,,
06/07/2015,08/06/2002,SO46728,358,9,,
06/07/2015,02/05/2002,SO46722,385,7,,
06/07/2015,22/05/2002,SO46729,320,9,,
06/07/2015,26/05/2002,SO46721,370,10,,
06/07/2015,21/06/2002,SO46725,369,9,,
07/07/2015,28/04/2002,SO46730,379,8,,
07/07/2015,30/04/2002,SO46733,375,6,,
07/07/2015,09/06/2002,SO46734,375,4,,
07/07/2015,22/03/2002,SO46732,385,4,,
07/07/2015,04/04/2002,SO46735,371,1,,
07/07/2015,22/04/2002,SO46736,360,9,,
07/07/2015,22/06/2002,SO46731,371,8,,
07/07/2015,27/05/2002,SO46738,362,9,,
07/07/2015,13/05/2002,SO46737,354,9,,
08/07/2015,14/06/2002,SO46743,373,9,,
08/07/2015,23/05/2002,SO46741,370,6,,
08/07/2015,21/05/2002,SO46739,373,10,,
08/07/2015,26/03/2002,SO46740,379,1,,
08/07/2015,25/04/2002,SO46742,358,6,,
08/07/2015,05/06/2002,SO46744,370,9,,
09/07/2015,19/05/2002,SO46746,368,4,,
09/07/2015,11/04/2002,SO46749,354,9,,
09/07/2015,31/05/2002,SO46745,369,1,,
09/07/2015,29/04/2002,SO46748,360,4,,
09/07/2015,06/04/2002,SO46747,360,1,,
10/07/2015,04/06/2002,SO46754,320,9,,
10/07/2015,07/04/2002,SO46755,342,9,,
10/07/2015,24/05/2002,SO46752,342,8,,
10/07/2015,26/04/2002,SO46750,377,10,,
10/07/2015,22/03/2002,SO46751,377,4,,
10/07/2015,01/06/2002,SO46753,379,9,,
10/07/2015,20/04/2002,SO46756,383,4,,
11/07/2015,21/03/2002,SO46765,332,4,,
11/07/2015,22/04/2002,SO46768,338,9,,
11/07/2015,24/06/2002,SO46760,387,4,,
11/07/2015,19/05/2002,SO46761,324,8,,
11/07/2015,31/05/2002,SO46759,373,10,,
11/07/2015,13/05/2002,SO46767,362,9,,
11/07/2015,25/05/2002,SO46757,354,1,,
11/07/2015,25/05/2002,SO46762,368,1,,
11/07/2015,19/03/2002,SO46764,360,4,,
11/07/2015,29/05/2002,SO46758,387,8,,
11/07/2015,20/05/2002,SO46766,369,9,,
11/07/2015,13/05/2002,SO46763,375,4,,
12/07/2015,10/04/2002,SO46771,377,4,,
12/07/2015,29/04/2002,SO46770,370,8,,
12/07/2015,24/04/2002,SO46773,371,1,,
12/07/2015,08/06/2002,SO46774,375,4,,
12/07/2015,22/03/2002,SO46772,375,1,,
12/07/2015,05/05/2002,SO46776,360,9,,
12/07/2015,21/06/2002,SO46769,377,10,,
13/07/2015,16/06/2002,SO46777,356,10,,
13/07/2015,25/06/2002,SO46778,352,10,,
13/07/2015,20/03/2002,SO46786,354,4,,
13/07/2015,21/06/2002,SO46787,332,4,,
13/07/2015,29/03/2002,SO46785,373,4,,
13/07/2015,30/03/2002,SO46779,377,10,,
13/07/2015,21/04/2002,SO46782,371,4,,
13/07/2015,03/06/2002,SO46784,375,1,,
13/07/2015,30/04/2002,SO46780,379,4,,
13/07/2015,09/05/2002,SO46781,379,1,,
13/07/2015,21/04/2002,SO46788,358,9,,
13/07/2015,28/04/2002,SO46783,336,7,,
14/07/2015,09/06/2002,SO46798,368,9,,
14/07/2015,21/05/2002,SO46791,369,1,,
14/07/2015,31/03/2002,SO46795,362,4,,
14/07/2015,28/04/2002,SO46793,375,1,,
14/07/2015,28/05/2002,SO46790,379,1,,
14/07/2015,12/05/2002,SO46792,373,1,,
14/07/2015,10/05/2002,SO46797,371,9,,
14/07/2015,26/06/2002,SO46794,373,6,,
14/07/2015,01/06/2002,SO46796,360,4,,
15/07/2015,12/06/2002,SO46801,368,6,,
15/07/2015,30/06/2002,SO46800,370,4,,
15/07/2015,23/03/2002,SO46802,336,1,,
15/07/2015,20/06/2002,SO46799,371,7,,
16/07/2015,18/06/2002,SO46807,354,9,,
16/07/2015,09/05/2002,SO46803,379,7,,
16/07/2015,17/04/2002,SO46804,322,7,,
16/07/2015,21/06/2002,SO46805,373,1,,
16/07/2015,12/05/2002,SO46806,370,9,,
16/07/2015,22/06/2002,SO46808,360,9,,
17/07/2015,29/05/2002,SO46812,371,1,,
17/07/2015,02/07/2002,SO46816,370,1,,
17/07/2015,24/05/2002,SO46819,368,9,,
17/07/2015,18/05/2002,SO46813,379,4,,
17/07/2015,01/07/2002,SO46809,371,7,,
17/07/2015,12/06/2002,SO46818,369,9,,
17/07/2015,02/06/2002,SO46817,356,4,,
17/07/2015,06/04/2002,SO46815,375,6,,
17/07/2015,30/05/2002,SO46811,369,1,,
17/07/2015,23/04/2002,SO46814,371,4,,
17/07/2015,27/04/2002,SO46810,370,8,,
18/07/2015,11/04/2002,SO46821,377,6,,
18/07/2015,19/06/2002,SO46825,354,9,,
18/07/2015,01/05/2002,SO46820,352,7,,
18/07/2015,11/05/2002,SO46826,360,9,,
18/07/2015,21/04/2002,SO46822,324,4,,
18/07/2015,02/06/2002,SO46824,385,9,,
18/07/2015,22/04/2002,SO46823,322,4,,
19/07/2015,10/05/2002,SO46827,373,7,,
19/07/2015,29/06/2002,SO46831,369,1,,
19/07/2015,20/06/2002,SO46834,379,4,,
19/07/2015,06/04/2002,SO46829,369,6,,
19/07/2015,15/04/2002,SO46832,352,6,,
19/07/2015,06/04/2002,SO46830,336,8,,
19/07/2015,13/05/2002,SO46828,385,1,,
20/07/2015,05/06/2002,SO46837,381,1,,
20/07/2015,08/04/2002,SO46836,377,7,,
20/07/2015,02/04/2002,SO46843,375,9,,
20/07/2015,14/06/2002,SO46841,371,1,,
20/07/2015,06/05/2002,SO46844,358,9,,
20/07/2015,31/05/2002,SO46842,320,4,,
20/07/2015,29/06/2002,SO46840,369,4,,
20/07/2015,14/06/2002,SO46835,371,7,,
20/07/2015,28/04/2002,SO46839,375,6,,
21/07/2015,23/04/2002,SO46846,373,7,,
21/07/2015,29/05/2002,SO46851,360,6,,
21/07/2015,07/04/2002,SO46849,370,6,,
21/07/2015,09/04/2002,SO46852,332,4,,
21/07/2015,25/05/2002,SO46845,358,10,,
21/07/2015,27/03/2002,SO46847,371,7,,
21/07/2015,14/06/2002,SO46854,375,9,,
21/07/2015,19/04/2002,SO46850,370,4,,
21/07/2015,03/07/2002,SO46853,368,9,,
21/07/2015,02/05/2002,SO46848,371,10,,
22/07/2015,27/03/2002,SO46861,377,9,,
22/07/2015,05/05/2002,SO46857,371,1,,
22/07/2015,03/07/2002,SO46855,379,8,,
22/07/2015,07/07/2002,SO46859,370,4,,
22/07/2015,08/05/2002,SO46860,371,9,,
22/07/2015,02/05/2002,SO46858,370,1,,
22/07/2015,24/06/2002,SO46856,370,4,,
23/07/2015,10/05/2002,SO46862,362,10,,
23/07/2015,16/05/2002,SO46865,375,8,,
23/07/2015,29/06/2002,SO46864,373,10,,
23/07/2015,08/05/2002,SO46868,369,4,,
23/07/2015,16/06/2002,SO46863,362,10,,
23/07/2015,01/06/2002,SO46867,377,1,,
23/07/2015,23/06/2002,SO46866,369,4,,
24/07/2015,03/07/2002,SO46874,381,9,,
24/07/2015,13/05/2002,SO46870,368,7,,
24/07/2015,18/06/2002,SO46873,377,9,,
24/07/2015,15/04/2002,SO46871,370,7,,
24/07/2015,30/06/2002,SO46869,379,7,,
25/07/2015,04/05/2002,SO46876,375,8,,
25/07/2015,26/04/2002,SO46881,354,9,,
25/07/2015,08/06/2002,SO46879,379,1,,
25/07/2015,16/05/2002,SO46883,352,4,,
25/07/2015,03/07/2002,SO46875,362,8,,
25/07/2015,13/05/2002,SO46878,369,6,,
25/07/2015,21/05/2002,SO46877,370,4,,
25/07/2015,19/05/2002,SO46880,334,1,,
25/07/2015,01/04/2002,SO46882,342,9,,
26/07/2015,12/05/2002,SO46885,373,10,,
26/07/2015,08/07/2002,SO46886,377,6,,
26/07/2015,08/06/2002,SO46888,324,9,,
26/07/2015,24/05/2002,SO46887,362,9,,
26/07/2015,07/06/2002,SO46884,368,7,,
27/07/2015,19/05/2002,SO46895,354,4,,
27/07/2015,23/04/2002,SO46892,370,1,,
27/07/2015,04/05/2002,SO46898,369,9,,
27/07/2015,28/04/2002,SO46897,368,9,,
27/07/2015,08/07/2002,SO46891,324,10,,
27/07/2015,16/06/2002,SO46896,332,1,,
27/07/2015,08/07/2002,SO46889,383,10,,
27/07/2015,25/05/2002,SO46894,356,4,,
27/07/2015,29/04/2002,SO46893,369,6,,
27/07/2015,05/05/2002,SO46890,368,4,,
28/07/2015,08/04/2002,SO46899,381,4,,
28/07/2015,09/04/2002,SO46902,375,9,,
28/07/2015,06/04/2002,SO46903,354,9,,
28/07/2015,21/06/2002,SO46901,375,9,,
28/07/2015,12/04/2002,SO46900,375,9,,
29/07/2015,17/06/2002,SO46908,370,9,,
29/07/2015,07/04/2002,SO46909,379,9,,
29/07/2015,06/06/2002,SO46905,375,10,,
29/07/2015,09/06/2002,SO46907,368,1,,
29/07/2015,09/06/2002,SO46904,387,7,,
29/07/2015,18/05/2002,SO46906,368,1,,
30/07/2015,01/06/2002,SO46910,330,10,,
30/07/2015,11/05/2002,SO46914,356,4,,
30/07/2015,05/07/2002,SO46919,362,8,,
30/07/2015,06/07/2002,SO46915,362,1,,
30/07/2015,14/05/2002,SO46916,328,4,,
30/07/2015,28/04/2002,SO46918,342,9,,
30/07/2015,29/05/2002,SO46913,375,4,,
30/07/2015,05/05/2002,SO46911,377,6,,
30/07/2015,02/04/2002,SO46912,377,1,,
30/07/2015,10/05/2002,SO46917,371,9,,
31/07/2015,29/05/2002,SO46924,375,1,,
31/07/2015,30/06/2002,SO46920,362,10,,
31/07/2015,09/06/2002,SO46921,371,8,,
31/07/2015,10/04/2002,SO46927,362,9,,
31/07/2015,03/04/2002,SO46923,369,4,,
31/07/2015,14/06/2002,SO46928,356,9,,
31/07/2015,04/06/2002,SO46922,368,1,,
31/07/2015,25/04/2002,SO46926,377,9,,
31/07/2015,16/04/2002,SO46925,373,9,,
01/08/2015,10/05/2002,SO47074,362,1,,
01/08/2015,07/05/2002,SO47069,383,4,,
01/08/2015,20/04/2002,SO47068,370,4,,
01/08/2015,15/05/2002,SO47071,369,8,,
01/08/2015,21/04/2002,SO47075,360,9,,
01/08/2015,06/04/2002,SO47073,369,6,,
01/08/2015,19/05/2002,SO47070,387,1,,
01/08/2015,21/04/2002,SO47072,340,8,,
01/08/2015,15/06/2002,SO47076,362,9,,
02/08/2015,19/04/2002,SO47084,370,9,,
02/08/2015,18/06/2002,SO47082,322,5,,
02/08/2015,21/04/2002,SO47081,340,4,,
02/08/2015,09/04/2002,SO47079,375,4,,
02/08/2015,11/05/2002,SO47078,375,1,,
02/08/2015,30/05/2002,SO47080,360,4,,
02/08/2015,28/05/2002,SO47077,369,10,,
02/08/2015,12/05/2002,SO47083,328,4,,
03/08/2015,19/04/2002,SO47085,379,10,,
03/08/2015,29/06/2002,SO47090,377,9,,
03/08/2015,16/06/2002,SO47089,340,4,,
03/08/2015,16/04/2002,SO47088,369,1,,
03/08/2015,15/07/2002,SO47087,377,1,,
04/08/2015,18/07/2002,SO47095,370,6,,
04/08/2015,11/05/2002,SO47092,369,6,,
04/08/2015,14/04/2002,SO47099,324,9,,
04/08/2015,01/05/2002,SO47097,370,9,,
04/08/2015,29/05/2002,SO47094,377,8,,
04/08/2015,28/06/2002,SO47093,369,4,,
04/08/2015,01/05/2002,SO47098,360,9,,
04/08/2015,06/05/2002,SO47091,354,7,,
05/08/2015,18/07/2002,SO47105,371,1,,
05/08/2015,29/06/2002,SO47101,371,10,,
05/08/2015,02/05/2002,SO47106,369,6,,
05/08/2015,14/07/2002,SO47102,370,1,,
05/08/2015,12/04/2002,SO47100,360,10,,
05/08/2015,20/07/2002,SO47103,368,1,,
05/08/2015,12/04/2002,SO47104,379,4,,
06/08/2015,17/06/2002,SO47112,356,6,,
06/08/2015,15/06/2002,SO47115,370,9,,
06/08/2015,07/07/2002,SO47107,352,10,,
06/08/2015,24/04/2002,SO47113,342,4,,
06/08/2015,09/05/2002,SO47109,375,6,,
06/08/2015,23/05/2002,SO47118,362,7,,
06/08/2015,29/05/2002,SO47117,354,9,,
06/08/2015,10/07/2002,SO47111,369,6,,
06/08/2015,30/05/2002,SO47108,369,7,,
06/08/2015,18/07/2002,SO47110,370,6,,
06/08/2015,25/05/2002,SO47114,373,9,,
06/08/2015,27/04/2002,SO47116,387,9,,
07/08/2015,20/04/2002,SO47127,371,9,,
07/08/2015,26/06/2002,SO47126,371,4,,
07/08/2015,03/07/2002,SO47120,381,4,,
07/08/2015,24/05/2002,SO47129,352,9,,
07/08/2015,27/04/2002,SO47119,368,10,,
07/08/2015,13/06/2002,SO47122,371,4,,
07/08/2015,25/05/2002,SO47128,368,9,,
07/08/2015,25/04/2002,SO47121,375,6,,
07/08/2015,27/06/2002,SO47123,371,6,,
07/08/2015,09/06/2002,SO47125,375,4,,
07/08/2015,27/05/2002,SO47124,371,1,,
08/08/2015,15/04/2002,SO47131,371,1,,
08/08/2015,29/06/2002,SO47133,379,4,,
08/08/2015,22/05/2002,SO47130,375,10,,
08/08/2015,01/05/2002,SO47132,375,1,,
08/08/2015,13/07/2002,SO47134,354,1,,
08/08/2015,04/05/2002,SO47136,379,9,,
08/08/2015,10/07/2002,SO47135,342,6,,
08/08/2015,27/05/2002,SO47137,371,4,,
09/08/2015,23/05/2002,SO47142,369,9,,
09/08/2015,04/05/2002,SO47144,342,9,,
09/08/2015,09/07/2002,SO47139,375,4,,
09/08/2015,15/04/2002,SO47145,338,9,,
09/08/2015,20/06/2002,SO47141,371,9,,
09/08/2015,17/07/2002,SO47140,356,4,,
09/08/2015,06/05/2002,SO47143,362,9,,
09/08/2015,29/05/2002,SO47138,379,10,,
10/08/2015,26/06/2002,SO47148,377,9,,
10/08/2015,23/07/2002,SO47147,375,4,,
10/08/2015,21/04/2002,SO47149,360,9,,
10/08/2015,26/06/2002,SO47146,389,8,,
11/08/2015,19/06/2002,SO47151,370,6,,
11/08/2015,28/06/2002,SO47152,360,7,,
11/08/2015,30/05/2002,SO47150,370,8,,
11/08/2015,08/06/2002,SO47154,334,9,,
11/08/2015,28/06/2002,SO47153,320,9,,
12/08/2015,22/07/2002,SO47163,362,9,,
12/08/2015,15/07/2002,SO47162,371,9,,
12/08/2015,14/04/2002,SO47159,362,4,,
12/08/2015,12/05/2002,SO47161,375,9,,
12/08/2015,28/07/2002,SO47155,370,7,,
12/08/2015,30/05/2002,SO47158,360,4,,
12/08/2015,06/05/2002,SO47160,369,9,,
12/08/2015,24/06/2002,SO47157,369,6,,
12/08/2015,16/04/2002,SO47156,373,6,,
13/08/2015,17/04/2002,SO47174,354,9,,
13/08/2015,20/07/2002,SO47170,377,9,,
13/08/2015,10/06/2002,SO47166,368,8,,
13/08/2015,26/04/2002,SO47171,373,9,,
13/08/2015,19/05/2002,SO47168,377,1,,
13/08/2015,02/06/2002,SO47173,356,9,,
13/08/2015,15/07/2002,SO47169,352,4,,
13/08/2015,19/07/2002,SO47175,368,7,,
13/08/2015,18/06/2002,SO47167,375,1,,
13/08/2015,29/05/2002,SO47165,370,8,,
13/08/2015,07/06/2002,SO47172,352,9,,
13/08/2015,29/04/2002,SO47164,360,10,,
14/08/2015,06/07/2002,SO47180,370,4,,
14/08/2015,10/06/2002,SO47184,379,9,,
14/08/2015,13/07/2002,SO47178,383,1,,
14/08/2015,29/07/2002,SO47185,356,10,,
14/08/2015,26/06/2002,SO47181,368,4,,
14/08/2015,25/04/2002,SO47182,354,1,,
14/08/2015,30/07/2002,SO47179,377,6,,
14/08/2015,18/04/2002,SO47183,334,4,,
14/08/2015,07/06/2002,SO47177,381,1,,
